match_id,radiant_win,radiant_team,dire_team,avg_mmr,num_mmr,game_mode,lobby_type
6536970415,True,"4,136,12,5,64","100,95,108,27,52",,,22,7
6536970414,True,"129,32,8,35,85","119,137,42,28,6",2125.0,2.0,22,0
6536970413,True,"59,98,3,84,48","70,55,100,105,13",,,22,7
6536970411,False,"41,6,86,31,29","8,105,99,101,72",2953.0,1.0,22,7
6536970402,False,"14,63,112,53,102","101,21,18,12,27",563.0,2.0,22,7
6536970401,True,"74,129,64,32,73","27,93,39,71,29",3355.0,4.0,22,7
6536970314,True,"84,102,123,59,19","90,27,13,15,98",4019.0,4.0,22,7
6536970312,True,"14,120,17,98,1","101,86,100,6,27",,,22,7
6536970311,True,"19,2,94,35,8","39,99,42,84,63",,,22,7
6536970309,False,"47,85,62,27,35","101,1,9,129,28",,,22,7
6536970304,False,"45,76,28,86,113","44,43,101,119,36",4231.0,1.0,22,7
6536970303,True,"41,27,123,63,59","137,64,36,3,94",1318.0,1.0,22,7
6536970302,True,"72,83,135,13,46","39,129,84,93,14",4265.0,5.0,22,7
6536970301,False,"23,48,101,36,110","25,85,14,96,93",,,22,7
6536970300,False,"36,2,21,35,104","123,72,22,28,114",1707.0,1.0,3,7
6536970216,False,"67,84,72,108,21","45,36,4,100,46",2464.0,1.0,22,7
6536970208,False,"26,1,76,104,21","62,23,107,48,20",2980.0,2.0,22,7
6536970203,True,"51,106,31,54,43","5,121,19,67,137",3016.0,2.0,22,7
6536970114,False,"74,44,41,13,11","19,27,20,2,76",,,22,7
6536970112,True,"84,40,2,6,101","30,42,90,35,25",2896.0,1.0,22,7
6536970111,False,"74,111,45,54,36","59,9,14,137,114",3763.0,1.0,22,7
6536970108,True,"123,12,40,20,29","100,97,19,30,7",2217.0,1.0,22,7
6536970107,True,"68,50,13,71,67","9,25,81,26,41",3217.0,4.0,22,7
6536970106,False,"52,123,39,30,54","36,49,21,48,47",3942.0,1.0,22,7
6536970102,False,"110,121,70,39,28","22,45,72,30,103",2949.0,4.0,4,0
6536970101,False,"50,16,101,19,12","76,121,86,44,30",3603.0,2.0,22,7
6536970010,False,"49,79,9,6,76","73,55,7,111,67",,,22,7
6536970009,True,"35,26,59,71,12","3,74,25,46,94",,,22,0
6536970008,False,"86,70,26,129,17","9,123,64,8,96",,,22,7
6536970001,True,"94,16,72,110,100","86,27,43,42,22",3406.0,2.0,22,7
6536969916,True,"35,63,23,94,40","17,93,2,7,75",,,22,7
6536969915,True,"137,74,41,27,75","16,114,6,14,76",3149.0,3.0,3,7
6536969914,True,"36,7,30,94,42","11,18,95,31,59",3120.0,3.0,3,7
6536969913,True,"84,106,14,129,101","90,100,28,27,44",2448.0,2.0,22,7
6536969910,False,"62,16,45,104,30","41,75,35,52,40",2881.0,1.0,22,0
6536969908,False,"16,67,74,68,20","40,19,46,14,41",2708.0,2.0,22,7
6536969903,True,"35,50,34,62,78","120,40,39,84,68",3411.0,2.0,22,7
6536969811,False,"121,14,101,10,83","41,58,64,84,99",3123.0,1.0,22,0
6536969810,True,"128,2,110,100,11","81,14,83,62,34",,,22,7
6536969802,False,"98,3,84,43,33","35,27,8,97,137",,,4,0
6536969800,True,"105,64,49,36,93","104,23,19,75,58",3700.0,2.0,22,7
6536969718,True,"19,42,35,30,31","136,137,25,18,21",,,22,7
6536969717,True,"63,75,81,88,11","76,121,7,13,8",3863.0,1.0,22,7
6536969713,True,"8,110,88,126,36","27,16,6,87,120",3969.0,3.0,22,0
6536969710,True,"10,98,26,123,23","71,69,30,1,17",,,22,7
6536969708,False,"93,99,75,6,137","21,70,51,30,11",,,22,7
6536969706,False,"71,63,68,98,84","14,32,6,20,90",3920.0,1.0,22,7
6536969700,False,"85,96,31,95,128","49,64,51,67,93",,,22,7
6536969617,True,"46,7,93,50,84","32,14,26,99,34",1681.0,2.0,22,7
6536969616,False,"114,14,120,52,17","8,43,74,9,49",,,22,7
6536969608,True,"90,54,22,39,81","6,53,7,11,102",631.0,1.0,22,7
6536969510,False,"128,39,28,36,4","10,25,30,51,85",3291.0,1.0,22,0
6536969509,True,"36,8,119,48,101","31,96,1,6,16",,,22,7
6536969507,False,"137,8,123,42,35","76,41,60,120,75",2507.0,2.0,22,7
6536969419,False,"63,112,11,137,31","8,45,91,100,82",,,22,7
6536969409,False,"137,123,30,72,27","110,45,49,94,121",4084.0,6.0,22,0
6536969408,True,"79,89,35,52,28","54,39,22,76,14",3633.0,2.0,3,7
6536969407,True,"9,97,114,48,30","39,29,44,74,2",,,22,7
6536969406,True,"71,54,97,106,48","120,11,62,6,81",4754.0,1.0,22,0
6536969400,True,"9,71,100,62,36","26,2,59,23,79",,,4,0
6536969319,True,"64,106,29,110,25","14,81,44,9,101",1381.0,3.0,22,7
6536969318,False,"2,39,64,101,1","123,13,53,17,28",2031.0,1.0,22,7
6536969316,False,"48,59,34,104,64","22,129,70,94,123",,,22,7
6536969315,False,"36,76,88,48,14","1,31,102,101,25",3108.0,1.0,22,7
6536969306,False,"100,43,86,17,94","114,38,10,84,74",4094.0,3.0,22,7
6536969304,True,"6,62,81,7,26","85,9,47,74,8",1092.0,1.0,22,7
6536969218,True,"62,63,35,8,101","14,45,40,44,112",2401.0,3.0,22,0
6536969215,False,"68,52,42,86,28","137,27,46,129,11",3797.0,7.0,22,7
6536969214,False,"90,43,71,8,17","16,84,21,105,67",3391.0,7.0,3,0
6536969213,False,"5,84,15,41,129","75,7,34,31,81",,,22,7
6536969212,False,"112,8,23,21,31","48,62,7,79,17",3056.0,1.0,22,7
6536969206,False,"84,74,88,109,16","40,54,128,49,23",,,22,7
6536969114,False,"19,55,64,26,129","8,21,75,36,102",1549.0,3.0,22,7
6536969113,True,"11,90,6,135,58","95,16,49,14,46",,,22,7
6536969112,False,"35,30,41,105,51","62,76,137,8,16",2950.0,2.0,22,7
6536969111,False,"58,84,35,94,99","72,76,108,40,21",,,22,7
6536969110,True,"70,11,25,16,40","109,90,38,23,35",686.0,1.0,4,0
6536969100,True,"19,113,119,14,74","44,2,83,82,84",2685.0,1.0,22,7
6536969019,False,"19,30,40,49,11","5,20,8,76,53",3139.0,1.0,22,7
6536969018,True,"41,50,85,73,63","54,37,75,52,51",677.0,1.0,22,7
6536969016,True,"26,21,2,19,47","73,95,9,50,104",,,22,7
6536969008,False,"11,58,94,2,86","44,76,30,102,37",,,22,7
6536969006,True,"48,30,44,64,99","50,45,54,107,15",2637.0,3.0,22,7
6536969005,True,"36,86,23,48,26","14,39,30,95,104",2412.0,2.0,22,7
6536968915,False,"23,55,137,64,12","74,6,62,40,54",2854.0,3.0,4,0
6536968902,True,"17,5,7,43,81","62,72,94,83,105",3811.0,5.0,22,7
6536968816,True,"86,84,25,49,81","26,36,22,59,19",4019.0,3.0,22,7
6536968815,False,"36,19,137,58,14","17,108,42,90,73",,,22,7
6536968813,False,"63,105,104,11,70","26,75,35,21,19",,,22,7
6536968812,False,"101,8,129,92,4","29,39,47,41,88",1724.0,2.0,22,7
6536968810,False,"109,30,16,20,35","108,75,36,87,93",,,22,7
6536968808,True,"86,19,14,81,8","40,33,84,47,107",2158.0,1.0,22,7
6536968800,True,"17,88,94,30,23","81,14,93,13,121",,,22,7
6536968713,False,"34,81,6,14,58","94,137,62,9,50",2527.0,1.0,22,7
6536968711,False,"102,21,3,47,128","50,46,64,42,19",1564.0,1.0,22,0
6536968710,True,"19,84,104,99,64","70,58,100,32,52",2681.0,1.0,22,7
6536968708,False,"11,80,63,16,40","17,86,35,19,69",,,22,7
6536968706,False,"63,71,41,126,137","7,84,19,101,54",3171.0,2.0,22,7
6536968705,True,"74,84,34,129,93","26,58,63,4,106",,,22,7
6536968615,True,"6,79,66,44,85","89,7,26,43,128",2650.0,2.0,22,7
6536968610,True,"126,99,101,1,5","14,11,43,8,31",1577.0,2.0,22,7
6536968609,False,"119,104,14,95,22","71,64,137,76,63",,,22,7
6536968608,True,"19,15,14,36,60","94,71,2,85,6",,,22,7
6536968607,True,"74,60,31,100,8","7,93,97,126,92",,,22,7
6536968605,False,"41,58,17,84,51","14,43,35,23,63",3690.0,1.0,22,7
6536968519,True,"90,104,48,42,26","16,1,68,7,74",,,22,7
6536968518,True,"59,25,83,84,70","19,14,69,87,11",,,22,7
6536968510,False,"98,45,46,26,101","39,14,129,93,30",,,22,7
6536968509,True,"1,99,50,65,111","84,137,10,30,34",3548.0,3.0,22,7
6536968508,False,"30,78,105,44,52","129,11,101,27,81",3420.0,1.0,22,7
6536968507,False,"82,72,50,109,129","62,23,11,30,10",2332.0,3.0,22,7
6536968506,True,"87,79,16,39,93","35,108,8,112,9",3591.0,2.0,22,7
6536968418,True,"60,75,129,26,63","36,44,137,50,27",2863.0,1.0,22,7
6536968417,True,"19,84,6,105,1","119,36,54,123,75",2585.0,5.0,22,7
6536968416,False,"99,91,109,98,90","97,93,54,7,88",4510.0,1.0,22,7
6536968415,False,"21,51,71,40,19","58,76,54,99,27",4413.0,4.0,3,7
6536968414,True,"62,14,136,38,74","98,19,5,35,119",,,22,7
6536968413,False,"13,83,75,121,10","86,31,90,1,4",3210.0,2.0,22,7
6536968405,False,"4,86,85,128,19","137,121,93,26,87",2959.0,4.0,22,7
6536968404,True,"4,94,87,59,8","62,47,32,114,57",3276.0,1.0,22,0
6536968401,True,"56,126,86,40,49","54,17,11,30,7",3991.0,4.0,22,7
6536968319,True,"9,81,16,7,35","75,1,104,50,10",,,4,0
6536968313,False,"27,6,30,2,93","75,16,17,114,84",,,22,7
6536968309,True,"6,56,71,20,84","44,57,104,73,74",4471.0,3.0,22,0
6536968307,False,"1,101,90,44,35","41,89,33,57,84",2835.0,1.0,4,0
6536968303,True,"19,121,90,20,97","104,36,63,26,86",3711.0,3.0,22,7
6536968302,True,"94,104,84,114,2","95,123,8,23,50",,,22,7
6536968301,False,"14,40,63,70,88","35,101,77,8,84",,,22,7
6536968300,False,"64,26,137,8,52","34,38,70,39,66",4197.0,4.0,22,7
6536968208,False,"137,120,110,64,93","104,25,54,123,71",,,22,7
6536968207,True,"37,36,121,109,17","30,93,22,27,2",3369.0,2.0,22,7
6536968206,False,"36,85,8,44,104","41,99,87,26,35",,,22,7
6536968119,True,"11,8,121,84,2","62,19,136,86,1",3474.0,3.0,3,7
6536968118,True,"14,28,86,114,128","97,19,112,101,129",2635.0,2.0,22,7
6536968117,True,"129,5,101,94,17","85,114,74,16,39",2382.0,3.0,22,7
6536968112,False,"69,74,93,16,36","35,76,81,101,68",2613.0,1.0,3,7
6536968111,False,"114,49,107,120,87","86,39,64,21,46",3069.0,2.0,22,7
6536968110,True,"62,86,23,67,36","121,48,64,29,22",2867.0,3.0,3,7
6536968103,True,"27,13,47,105,67","128,41,35,75,86",,,22,7
6536968101,False,"123,47,1,29,64","108,56,114,50,58",,,22,0
6536968019,False,"39,36,26,68,32","50,75,2,129,6",990.0,4.0,22,7
6536968016,True,"42,84,43,36,86","59,4,14,47,50",,,22,7
6536968011,True,"32,8,31,90,49","112,2,16,93,21",2966.0,2.0,22,7
6536968009,True,"129,84,14,16,114","94,23,104,27,20",4032.0,1.0,22,7
6536968007,False,"79,95,16,23,26","99,17,5,72,36",1073.0,1.0,22,7
6536968000,False,"13,101,41,104,74","53,36,27,99,1",2727.0,1.0,22,7
6536967917,False,"21,34,106,71,64","11,85,99,82,46",1397.0,1.0,22,7
6536967913,True,"2,95,21,27,129","83,16,13,4,30",,,22,7
6536967818,True,"27,16,14,41,96","123,35,28,48,17",,,22,7
6536967816,False,"40,34,62,73,29","126,96,37,137,8",,,22,7
6536967815,False,"2,39,113,73,9","109,62,34,96,71",3842.0,1.0,22,7
6536967811,True,"69,57,74,56,3","44,123,43,91,19",3558.0,2.0,22,7
6536967810,False,"53,45,34,44,59","73,10,112,92,105",,,22,0
6536967802,True,"30,45,28,121,6","123,110,21,108,104",2565.0,2.0,22,0
6536967719,False,"59,84,8,40,99","90,35,81,9,58",2934.0,1.0,22,7
6536967718,True,"60,71,25,12,11","63,48,37,111,42",,,22,7
6536967717,True,"105,84,63,27,36","30,17,14,123,69",474.0,1.0,22,7
6536967709,False,"52,94,81,74,47","84,75,35,104,1",,,22,7
6536967707,False,"86,36,21,85,70","94,137,101,1,35",2373.0,3.0,22,7
6536967706,False,"74,126,26,91,105","34,54,5,16,39",3045.0,2.0,22,0
6536967704,True,"41,35,60,16,45","97,84,19,59,11",2362.0,1.0,22,7
6536967703,True,"135,19,87,128,51","2,98,57,31,6",2843.0,3.0,22,7
6536967611,False,"50,19,126,107,46","40,74,137,25,8",1887.0,3.0,22,7
6536967603,True,"21,121,44,19,72","71,79,70,92,60",3462.0,1.0,22,7
6536967600,False,"2,3,9,129,7","36,102,44,38,6",,,22,0
6536967517,False,"26,135,5,44,14","32,100,25,70,2",3434.0,1.0,22,7
6536967515,True,"31,10,85,39,102","104,84,36,14,19",3418.0,2.0,22,7
6536967514,False,"33,35,58,114,120","17,31,104,8,15",,,22,7
6536967513,True,"36,111,104,2,40","1,85,25,35,64",,,22,7
6536967512,False,"93,30,27,81,10","16,104,128,42,64",,,22,7
6536967506,True,"67,50,19,84,90","26,47,28,40,25",3229.0,1.0,22,0
6536967505,True,"54,21,31,53,48","12,93,123,108,111",1785.0,1.0,22,7
6536967504,False,"92,8,14,43,68","137,11,70,9,123",4309.0,4.0,22,7
6536967503,False,"54,59,135,9,43","5,101,74,81,136",3518.0,1.0,22,7
6536967418,False,"35,137,73,86,63","59,9,8,71,64",2458.0,2.0,22,7
6536967410,False,"35,81,69,74,136","80,84,103,36,51",2494.0,4.0,22,0
6536967409,False,"16,26,93,104,128","8,33,90,2,100",,,22,7
6536967406,True,"39,87,54,90,60","137,84,14,26,6",1603.0,1.0,22,7
6536967405,True,"27,65,16,10,126","100,120,26,81,44",,,22,7
6536967404,True,"43,40,112,135,54","83,85,36,101,1",3773.0,5.0,22,7
6536967403,True,"14,129,91,35,56","20,99,31,25,48",,,22,7
6536967402,True,"70,68,54,11,5","49,42,8,30,16",1448.0,1.0,22,0
6536967401,True,"21,70,76,30,50","34,114,4,71,104",2791.0,2.0,22,7
6536967317,False,"94,65,40,60,45","14,5,137,36,89",3007.0,6.0,22,7
6536967313,False,"41,20,69,114,111","31,94,90,129,137",3289.0,1.0,22,7
6536967312,True,"113,76,90,106,36","46,84,11,120,44",5331.0,2.0,22,7
6536967310,True,"23,72,97,19,86","121,25,48,98,34",,,22,7
6536967309,True,"85,9,36,12,60","26,98,8,119,113",2248.0,3.0,22,7
6536967308,True,"28,45,50,63,44","34,14,43,54,26",3995.0,1.0,22,7
6536967219,False,"106,14,63,8,98","72,94,100,93,28",4004.0,4.0,22,7
6536967218,False,"1,53,2,52,27","104,71,39,94,114",1560.0,2.0,22,7
6536967217,False,"95,7,26,36,49","64,43,20,88,63",2784.0,2.0,22,7
6536967209,True,"137,105,10,31,59","54,14,86,60,25",3167.0,4.0,22,7
6536967202,False,"101,81,63,1,26","36,2,72,6,22",2909.0,2.0,22,7
6536967201,False,"86,97,64,123,8","50,62,74,6,14",,,22,7
6536967117,False,"121,40,12,13,47","90,59,21,48,41",3045.0,3.0,22,7
6536967116,True,"71,81,61,30,105","7,6,114,129,53",3452.0,1.0,22,7
6536967115,True,"60,39,4,93,99","7,48,11,137,84",993.0,1.0,22,7
6536967107,False,"59,71,44,27,26","99,86,39,114,35",2827.0,1.0,22,7
6536967105,True,"8,87,70,4,52","21,106,99,48,54",775.0,1.0,22,7
6536967102,False,"40,36,70,35,16","102,10,42,128,26",,,22,7
6536967019,True,"35,88,32,59,75","25,51,44,31,93",2060.0,3.0,22,7
6536967017,False,"80,27,129,84,15","94,72,104,100,31",2047.0,2.0,22,7
6536967012,True,"123,64,7,10,35","43,2,44,85,21",,,22,7
6536967008,False,"42,8,128,2,82","27,76,43,64,1",2321.0,3.0,22,7
6536967002,True,"26,84,12,13,108","42,71,14,94,123",2972.0,2.0,22,7
6536967001,True,"62,25,96,19,20","30,113,16,28,44",31.0,1.0,22,7
6536966917,False,"93,100,31,97,13","114,96,86,14,74",2569.0,3.0,22,7
6536966916,True,"44,38,59,84,83","52,9,66,95,49",4482.0,2.0,22,7
6536966915,False,"56,48,101,53,10","6,12,72,14,43",,,4,0
6536966914,False,"94,128,25,99,20","30,54,126,2,68",,,22,7
6536966913,False,"87,36,54,135,74","10,65,121,137,26",3751.0,3.0,22,7
6536966817,True,"29,27,114,39,95","25,19,7,93,46",3107.0,1.0,22,7
6536966811,False,"26,8,7,88,74","35,84,15,54,5",,,22,7
6536966810,True,"110,120,81,35,4","30,7,49,1,40",2372.0,1.0,22,7
6536966809,False,"76,35,81,105,91","90,36,33,4,14",3304.0,5.0,22,0
6536966808,False,"35,114,137,120,9","78,8,75,126,3",4586.0,2.0,22,7
6536966719,False,"120,26,41,71,36","96,48,32,3,17",3155.0,3.0,22,0
6536966718,True,"129,136,95,21,43","30,22,120,123,99",2740.0,1.0,22,7
6536966712,True,"106,120,19,135,42","5,70,4,76,71",4016.0,2.0,22,7
6536966710,False,"64,2,82,87,6","39,9,129,1,7",,,22,7
6536966709,False,"121,36,34,62,93","74,84,80,104,64",3443.0,1.0,22,7
6536966708,False,"75,35,48,101,39","119,41,123,14,114",2023.0,1.0,22,7
6536966707,True,"36,52,111,19,110","106,97,136,12,26",2861.0,1.0,22,7
6536966617,True,"84,19,47,41,74","52,68,35,114,95",2846.0,4.0,4,0
6536966616,True,"93,90,83,6,4","128,48,73,99,68",,,22,7
6536966615,False,"2,12,25,79,11","62,28,27,17,8",2288.0,1.0,22,7
6536966614,False,"73,10,30,85,22","63,7,21,1,128",,,22,7
6536966607,True,"93,113,28,26,129","6,7,14,4,44",2859.0,1.0,22,7
6536966605,False,"47,104,21,59,30","137,45,95,101,2",,,22,7
6536966604,False,"100,72,14,48,93","114,36,4,84,41",1010.0,2.0,22,7
6536966600,True,"101,63,36,1,53","35,70,75,43,94",1705.0,2.0,22,7
6536966519,True,"79,96,84,32,14","2,4,35,9,19",3722.0,2.0,22,7
6536966517,False,"3,36,94,59,120","96,71,35,11,50",,,22,7
6536966516,True,"110,64,14,12,129","10,114,123,1,84",,,22,7
6536966515,False,"30,42,113,44,27","34,60,56,123,91",3690.0,1.0,22,7
6536966509,True,"137,34,6,104,107","128,101,61,100,15",3947.0,2.0,22,0
6536966508,True,"63,8,62,83,84","35,16,52,114,93",,,22,7
6536966502,True,"100,26,63,74,59","85,44,37,137,7",,,22,7
6536966419,True,"14,84,1,74,17","129,41,97,101,100",3198.0,1.0,22,7
6536966418,True,"48,13,14,26,74","120,54,53,79,2",2114.0,1.0,22,7
6536966417,False,"69,14,86,94,19","98,9,35,8,30",1815.0,2.0,22,7
6536966412,False,"25,36,30,11,12","37,44,35,42,101",2767.0,2.0,22,7
6536966404,True,"14,59,68,42,81","36,19,75,27,74",,,22,7
6536966403,False,"44,49,51,27,63","74,84,94,16,45",2768.0,1.0,22,7
6536966319,True,"9,86,30,41,94","68,106,114,90,74",3142.0,1.0,22,0
6536966318,False,"26,74,101,6,137","91,13,19,82,62",1099.0,1.0,22,7
6536966317,False,"43,107,85,59,6","102,26,46,14,80",3482.0,2.0,22,7
6536966316,False,"107,1,129,73,90","86,29,12,26,106",,,22,7
6536966315,True,"1,26,90,99,43","81,100,71,64,8",3263.0,2.0,22,7
6536966314,False,"64,46,96,121,65","110,2,20,1,71",2411.0,2.0,22,7
6536966312,False,"13,121,57,1,39","74,69,64,97,54",3971.0,2.0,22,7
6536966307,True,"93,108,85,30,94","26,67,7,105,75",1895.0,1.0,22,7
6536966306,True,"72,7,74,104,44","27,97,51,36,126",,,22,7
6536966303,False,"23,2,41,99,86","36,27,16,25,12",3092.0,1.0,22,0
6536966302,False,"83,46,26,74,29","98,42,71,9,136",3400.0,2.0,22,7
6536966215,True,"47,64,30,39,54","104,60,121,98,65",,,4,0
6536966204,True,"89,126,92,70,128","95,137,67,84,16",,,4,0
6536966200,True,"75,137,93,62,42","6,32,21,136,45",3701.0,1.0,22,7
6536966118,True,"128,6,57,71,81","84,85,54,36,59",,,22,7
6536966108,False,"114,121,42,86,97","64,15,59,62,35",,,22,7
6536966107,False,"72,50,22,28,46","42,19,96,73,55",3705.0,1.0,4,0
6536965919,True,"27,86,30,93,36","94,28,26,9,62",3173.0,3.0,22,7
6536965918,True,"120,41,31,62,53","17,63,71,14,26",726.0,1.0,22,7
6536965905,True,"59,123,6,85,102","100,104,74,16,30",4163.0,1.0,22,7
6536965901,False,"5,56,126,81,109","14,93,68,47,50",,,4,0
6536965819,False,"71,63,41,9,105","104,98,123,114,101",2978.0,3.0,22,7
6536965817,True,"36,86,10,92,104","20,65,44,103,26",2977.0,1.0,22,7
6536965816,True,"120,71,5,17,42","8,14,114,35,128",,,22,7
6536965810,False,"76,19,45,101,44","32,21,31,108,8",2071.0,2.0,22,7
6536965809,False,"7,28,13,59,6","95,21,19,40,23",,,22,7
6536965808,False,"105,46,5,78,94","19,129,110,85,113",3691.0,1.0,22,7
6536965719,False,"101,63,104,64,26","106,9,92,56,27",3382.0,2.0,22,7
6536965717,False,"5,99,1,85,114","12,57,129,136,11",3242.0,3.0,22,7
6536965711,False,"98,19,79,83,106","111,99,105,41,73",3073.0,1.0,22,7
6536965706,True,"34,136,2,26,44","69,14,113,48,36",,,22,7
6536965704,True,"19,50,70,128,36","83,14,17,95,129",2973.0,3.0,22,0
6536965703,False,"123,71,129,27,81","105,41,14,75,104",,,22,7
6536965701,False,"54,84,26,129,65","102,6,11,123,85",,,22,7
6536965613,False,"135,70,17,105,37","26,34,64,99,69",2999.0,1.0,22,7
6536965612,True,"98,67,12,63,105","93,34,104,95,119",,,4,0
6536965611,False,"99,47,84,100,26","30,94,6,16,119",,,22,7
6536965605,True,"42,123,16,100,129","41,101,103,5,98",4237.0,2.0,22,7
6536965603,True,"80,101,123,84,16","75,21,104,71,47",3012.0,4.0,22,7
6536965513,False,"44,29,66,47,75","84,93,4,36,85",3840.0,1.0,22,7
6536965508,True,"97,60,36,87,35","74,31,99,10,53",,,22,7
6536965507,False,"8,97,52,63,101","100,5,34,2,70",3553.0,4.0,22,7
6536965411,False,"35,60,49,26,41","68,136,84,17,85",1513.0,1.0,22,7
6536965407,True,"14,135,36,1,5","10,101,121,83,102",2204.0,3.0,22,7
6536965319,True,"14,74,58,57,136","44,36,51,50,47",,,22,7
6536965304,False,"26,90,6,88,71","46,14,120,35,8",3615.0,2.0,22,7
6536965302,True,"2,4,35,14,27","36,44,38,26,50",,,22,7
6536965119,False,"86,55,44,72,23","50,75,70,2,64",2083.0,1.0,22,7
6536965117,False,"59,135,34,71,97","36,100,62,105,93",3637.0,2.0,22,7
6536965111,False,"15,50,1,137,84","113,121,69,27,12",3691.0,1.0,22,7
6536965110,False,"20,16,128,102,14","59,27,54,2,121",2213.0,2.0,22,7
6536965109,False,"54,4,14,95,87","5,8,108,20,17",3167.0,2.0,22,7
6536965108,True,"47,17,9,54,27","94,6,105,70,84",2668.0,2.0,22,7
6536965106,True,"5,86,17,1,99","136,74,36,137,59",4246.0,2.0,22,7
6536965104,False,"32,87,64,7,39","88,128,84,70,105",,,22,7
6536965103,True,"88,20,56,38,39","64,15,57,67,106",3893.0,2.0,22,7
6536965102,True,"137,39,63,72,45","42,104,86,91,44",3869.0,3.0,22,0
6536965100,True,"94,19,128,81,73","84,41,47,85,107",1445.0,1.0,22,7
6536965018,False,"2,35,21,71,67","11,58,75,16,32",2557.0,4.0,3,7
6536965017,False,"57,113,6,86,7","50,8,5,46,98",,,22,7
6536965012,True,"88,121,60,93,99","104,35,48,83,119",1743.0,2.0,22,0
6536965006,False,"93,101,129,45,30","136,90,53,21,81",3393.0,2.0,22,7
6536965003,True,"54,102,44,9,35","39,71,103,59,34",,,4,0
6536965002,False,"110,27,10,99,39","54,16,137,85,17",3642.0,2.0,22,7
6536964913,True,"42,22,27,2,35","75,14,20,70,80",4204.0,5.0,22,7
6536964903,False,"89,97,19,126,79","1,34,87,23,36",3638.0,2.0,22,7
6536964818,True,"101,45,71,82,19","65,55,137,6,83",6283.0,2.0,22,7
6536964814,True,"85,70,27,137,6","102,16,21,48,14",,,22,7
6536964813,True,"105,16,27,94,34","81,14,48,80,86",3654.0,6.0,22,7
6536964812,True,"11,120,94,30,26","8,86,82,59,40",,,22,7
6536964811,False,"13,45,16,26,42","9,94,49,76,83",4619.0,3.0,22,7
6536964808,False,"14,76,101,44,86","87,19,43,94,71",,,22,7
6536964807,False,"5,100,2,17,70","121,73,29,69,26",2504.0,1.0,22,7
6536964801,True,"14,6,98,83,20","30,74,119,93,28",3650.0,3.0,22,0
6536964716,True,"110,123,101,5,41","102,84,13,57,8",,,22,7
6536964715,False,"64,26,44,74,104","27,12,101,21,66",,,22,7
6536964702,False,"121,16,105,58,56","22,85,86,36,81",3281.0,2.0,22,0
6536964701,True,"26,41,76,108,7","72,15,9,36,22",1042.0,1.0,22,7
6536964618,False,"54,35,25,84,59","87,101,81,88,31",,,22,7
6536964617,False,"8,121,11,120,84","99,35,21,32,90",3049.0,2.0,22,7
6536964616,True,"113,123,7,104,1","19,48,16,72,111",2010.0,1.0,22,7
6536964608,False,"106,27,28,4,26","43,14,60,1,3",3602.0,5.0,3,7
6536964607,True,"1,28,41,62,5","70,26,22,94,6",2633.0,2.0,22,7
6536964603,True,"104,27,10,126,108","60,47,72,22,84",693.0,1.0,22,7
6536964508,False,"8,46,101,49,110","19,40,12,64,71",,,22,7
6536964503,False,"9,49,106,6,31","64,81,87,126,28",4707.0,1.0,22,7
6536964419,True,"114,47,7,74,75","112,39,2,84,10",3082.0,3.0,22,7
6536964412,False,"86,26,45,81,49","128,11,31,71,41",2926.0,1.0,22,7
6536964410,True,"62,48,46,112,86","33,14,11,35,32",4073.0,3.0,4,0
6536964409,True,"32,15,35,64,97","114,70,120,11,112",420.0,1.0,4,0
6536964408,True,"8,64,47,63,106","90,93,128,30,36",4147.0,3.0,22,7
6536964319,True,"86,36,16,70,84","121,19,108,39,27",4198.0,2.0,22,7
6536964318,True,"71,93,83,40,47","100,59,54,26,114",2417.0,2.0,22,7
6536964316,False,"47,54,137,114,113","44,121,39,98,86",2606.0,1.0,22,7
6536964315,False,"26,25,41,99,35","86,93,97,11,39",,,22,7
6536964312,False,"45,8,123,15,126","27,55,94,64,106",3087.0,3.0,22,0
6536964310,True,"114,74,86,98,30","126,16,87,70,26",3152.0,2.0,22,7
6536964309,False,"14,39,69,54,85","104,83,74,64,42",3602.0,1.0,22,7
6536964308,True,"105,56,43,54,25","123,93,11,36,87",2329.0,3.0,22,7
6536964306,False,"16,21,19,14,68","101,71,98,23,10",3096.0,2.0,22,7
6536964305,True,"137,10,6,48,100","87,104,58,26,51",,,22,7
6536964303,True,"26,94,43,103,74","49,88,68,25,41",4443.0,5.0,22,7
6536964301,False,"106,70,44,86,26","54,63,47,27,99",,,22,7
6536964215,True,"104,48,86,62,2","41,7,73,39,14",,,22,7
6536964203,True,"62,59,105,137,41","9,106,43,26,42",,,22,7
6536964200,False,"23,26,87,36,8","9,22,81,123,1",2585.0,3.0,22,7
6536964115,False,"11,34,26,129,10","59,14,29,74,121",,,22,7
6536964114,False,"104,29,18,93,21","74,9,11,129,27",2970.0,2.0,22,7
6536964113,False,"75,104,22,12,26","7,33,1,31,71",2158.0,2.0,22,7
6536964108,True,"74,123,95,108,64","8,121,11,16,9",3020.0,2.0,22,7
6536964107,False,"64,35,54,123,21","1,3,74,97,16",2951.0,2.0,22,7
6536964106,True,"14,27,114,49,34","123,58,105,6,60",3085.0,1.0,22,7
6536964105,True,"9,104,42,101,31","103,70,39,75,51",2974.0,2.0,22,7
6536964104,True,"41,94,74,58,26","40,70,36,31,11",2291.0,2.0,22,7
6536964100,True,"94,96,68,22,14","9,35,52,8,46",,,22,7
